STITCH,Gene
342,10602
342,2226
342,4012
342,4210
342,18512
342,3246
342,10469
342,10467
342,18099
342,18102
342,19341
342,11854
342,4407
342,2535
342,4409
342,3117
342,6193
342,19334
342,4484
342,19331
342,6188
342,6192
342,6190
342,3119
342,9872
342,18663
342,12105
342,16569
342,17681
342,8711
342,5282
342,5280
342,8708
342,12453
342,12913
342,5285
342,7320
342,7321
342,7324
342,12895
342,11092
342,8523
342,8238
342,14779
342,8236
342,15162
342,10515
342,9582
342,14805
342,11037
342,11969
342,9584
342,11965
342,10514
342,3872
342,8644
342,8645
342,14793
342,16628
342,7258
342,10136
342,7262
342,11074
342,5751
342,2728
342,5747
342,16471
342,5998
342,10750
342,12222
342,12229
342,5990
342,698
342,5993
342,5996
342,5995
342,4524
342,16252
342,4516
342,967
342,10938
342,3723
342,1907
342,12288
342,1901
342,1903
342,1099
342,1100
342,18291
342,14511
342,1094
342,6377
342,6379
342,6378
342,6376
342,6375
342,2928
342,14720
342,6380
342,4584
342,4583
342,12516
342,1738
342,9736
342,9739
342,15029
342,6342
342,16764
342,12620
342,14735
342,10496
342,12614
342,3532
342,1663
342,1664
342,1665
342,691
342,4454
342,15912
342,6420
342,6419
342,9112
342,6421
342,7084
342,10650
342,6423
342,9114
342,9113
342,1794
342,17230
342,15236
342,14817
342,6467
342,11057
342,4968
342,4971
342,4972
342,10977
342,15828
342,14209
342,6819
342,14211
342,16821
342,15823
342,15156
342,14471
342,5547
342,5545
342,15178
342,1828
342,16028
342,11334
342,15575
342,8049
342,2447
342,883
342,13043
342,19711
342,19723
342,11819
342,11976
342,10557
342,9441
342,2393
342,4059
342,15996
342,16001
342,16000
342,1851
342,8922
342,7662
342,13067
342,15189
342,11425
342,10090
342,15024
342,4202
342,14692
342,12978
342,2316
342,18513
342,2315
342,14534
342,17949
342,2874
342,8189
342,18516
342,7501
342,8750
342,8185
342,8184
342,8747
342,1426
342,16003
342,729
342,19339
342,10523
342,6025
342,19337
342,6317
342,10522
342,1448
342,17398
342,11693
342,19140
342,10905
342,14048
342,742
342,17655
342,9886
342,5941
342,2193
342,1434
342,2636
342,3221
342,4595
342,2187
342,5275
342,11466
342,11307
342,9801
342,17111
342,7822
342,8245
342,8244
342,8243
342,8249
342,8510
342,8253
342,12209
342,16640
342,14804
342,13614
342,11979
342,13146
342,12210
342,14540
342,3118
342,6191
342,2545
342,9013
342,2751
342,11076
342,11078
342,4531
342,8604
342,4529
342,4530
342,4525
342,4526
342,14041
342,11844
342,4533
342,12151
342,15306
342,14718
342,1891
342,18791
342,10941
342,1948
342,10940
342,9059
342,10175
342,14406
342,3411
342,12856
342,3855
342,1732
342,1734
342,4351
342,18303
342,1207
342,14345
342,1208
342,9693
342,1676
342,1684
342,2246
342,9696
342,12761
342,12592
342,1668
342,15124
342,1673
342,10539
342,4701
342,18238
342,15898
342,4782
342,9099
342,19617
342,13455
342,1804
342,10577
342,1798
342,15227
342,1800
342,9305
342,9306
342,13591
342,5755
342,18969
342,4955
342,4954
342,11239
342,15833
342,4962
342,13588
342,8905
342,14314
342,5034
342,13308
342,16838
342,17003
342,17115
342,17114
342,17110
342,15818
342,5558
342,4254
342,5552
342,5553
342,5556
342,5559
342,11330
342,11322
342,16951
342,13983
342,11324
342,8041
342,910
342,3561
342,908
342,8035
342,15586
342,19720
342,16432
342,5121
342,10556
342,18461
342,847
342,16006
342,8237
342,851
342,850
342,8934
342,3524
342,14791
342,17314
342,7741
342,11737
342,18439
342,6130
342,11768
342,10271
342,5069
342,5071
342,3985
342,3986
342,3983
342,3984
342,2422
342,3991
342,18550
342,3988
342,19287
342,19289
342,2330
342,10423
342,19291
342,6129
342,3980
342,7490
342,7489
342,19425
342,19423
342,18436
342,19421
342,724
342,723
342,720
342,14307
342,722
342,721
342,17858
342,728
342,727
342,17412
342,11230
342,14154
342,6348
342,2619
342,1022
342,14151
342,4120
342,9824
342,6997
342,6291
342,16633
342,16855
342,12965
342,2197
342,19636
342,848
342,18010
342,8258
342,8254
342,7342
342,6405
342,8501
342,7812
342,7519
342,7808
342,7515
342,11989
342,6099
342,6100
342,6101
342,11187
342,2548
342,10268
342,16335
342,2554
342,11202
342,15103
342,10156
342,16503
342,11172
342,16495
342,2743
342,1029
342,2745
342,4536
342,4535
342,4538
342,4537
342,8609
342,18235
342,13143
342,1881
342,1882
342,1883
342,11409
342,13637
342,13102
342,18796
342,14617
342,6796
342,5596
342,7149
342,4874
342,7148
342,7152
342,10978
342,2650
342,2645
342,2644
342,14422
342,11673
342,1083
342,1084
342,6388
342,6389
342,10318
342,4600
342,4599
342,5947
342,5949
342,4597
342,4594
342,4593
342,1203
342,18324
342,5706
342,14347
342,5393
342,1205
342,12596
342,6361
342,1552
342,18040
342,10500
342,10501
342,5901
342,15122
342,4652
342,18246
342,4675
342,6358
342,4653
342,5831
342,5838
342,18317
342,6115
342,13459
342,2481
342,683
342,9590
342,18773
342,13732
342,1638
342,1639
342,10626
342,1633
342,1833
342,1631
342,1834
342,1634
342,1019
342,6785
342,1678
342,11859
342,9377
342,4463
342,6919
342,6918
342,12680
342,12679
342,4249
342,12280
342,5471
342,5470
342,18481
342,5468
342,11729
342,5472
342,6850
342,1018
342,19660
342,1677
342,1026
342,14229
342,1020
342,1021
342,19644
342,15491
224,750
224,9193
224,751
224,3383
224,4458
224,3022
224,1834
232,1614
232,18384
232,2679
232,2677
232,2674
232,2675
232,2672
232,16277
232,743
232,744
232,740
232,8731
232,7505
232,7503
232,4252
232,4256
232,8710
232,4255
232,13932
232,4188
232,12977
232,2680
232,11115
232,11154
232,4187
232,16313
232,16312
232,8871
232,8872
232,6736
232,12629
232,8873
232,7417
232,5066
232,1832
232,17657
232,2635
232,19150
232,8651
232,8813
232,17687
232,12657
232,14184
232,3026
232,12529
232,2659
232,14132
232,16217
232,2070
232,19657
232,1593
232,1589
232,2005
232,1591
232,1592
232,1597
232,2668
232,2667
232,2666
232,2664
232,2663
232,2662
232,10528
232,2534
232,3081
232,4857
232,1599
232,7131
232,3079
232,10670
232,3078
232,1121
232,2687
232,19360
232,4853
232,9296
232,756
232,6506
232,10771
232,755
232,758
232,7300
232,3415
232,19510
232,1887
232,4135
232,4692
232,3088
232,3089
232,3090
232,782
232,783
232,781
232,2486
232,7508
232,4282
232,17725
232,4253
232,16132
232,6846
232,3701
232,10886
232,2744
232,5018
232,5663
232,5664
232,11919
232,5662
232,5665
232,5666
232,2565
232,754
232,753
232,2688
232,2689
232,1331
232,1330
232,1080
232,4186
232,1078
232,18485
232,2853
232,2852
232,4215
232,2008
232,4850
232,3704
232,3703
232,9184
232,6053
232,7028
232,749
232,750
232,3061
232,745
232,15742
232,1117
232,751
232,3082
232,4855
232,3086
232,3083
232,4854
232,8422
232,4856
232,3080
232,4859
232,3094
232,12676
232,5051
232,17538
232,2004
232,5808
232,3702
232,3707
232,9188
232,2006
232,6852
232,10354
232,10671
232,1171
232,9193
374,1614
374,18384
374,2679
374,2677
374,2674
374,2675
374,2672
374,16277
374,743
374,744
374,740
374,8731
374,7505
374,7503
374,4252
374,4256
374,8710
374,4255
374,13932
374,12191
374,4188
374,12977
374,2680
374,11115
374,11154
374,4187
374,16313
374,16312
374,8871
374,8872
374,6736
374,7421
374,12629
374,8873
374,7417
374,5066
374,17657
374,2635
374,19150
374,8813
374,1524
374,1525
374,17687
374,12657
374,14184
374,3026
374,12529
374,2659
374,16217
374,2070
374,19657
374,1593
374,1589
374,2005
374,1591
374,1592
374,14785
374,1528
374,1527
374,1597
374,2668
374,2667
374,2666
374,2664
374,2663
374,2662
374,10528
374,2534
374,3081
374,4857
374,1599
374,7131
374,3079
374,10670
374,3078
374,1121
374,2687
374,19360
374,3080
374,9296
374,756
374,6506
374,3022
374,10771
374,755
374,758
374,7300
374,3415
374,19510
374,4135
374,3092
374,4692
374,3088
374,3089
374,3090
374,782
374,783
374,781
374,2486
374,7508
374,4282
374,17725
374,4253
374,16132
374,6846
374,3701
374,10886
374,2744
374,5018
374,5663
374,5664
374,11919
374,5662
374,5665
374,5666
374,2565
374,754
374,753
374,2688
374,2689
374,1331
374,1330
374,1080
374,4186
374,1078
374,18485
374,2853
374,2852
374,4215
374,2008
374,4850
374,3704
374,3703
374,9184
374,6053
374,7028
374,749
374,750
374,3061
374,745
374,15742
374,1117
374,1529
374,751
374,3082
374,4855
374,3086
374,3083
374,4854
374,8422
374,4856
374,4853
374,3806
374,4859
374,3094
374,12676
374,5051
374,17538
374,2004
374,5808
374,3702
374,3707
374,9188
374,2006
374,6852
374,10354
374,10671
374,1171
374,9193
219,14365
219,4166
219,12056
135,15738
135,3026
135,744
304,1231
569,1237
7,5282
7,3086
7,5287
7,3383
76,1614
76,18384
76,2679
76,2677
76,2674
76,2675
76,2672
76,16277
76,743
76,744
76,740
76,8731
76,7505
76,7503
76,4252
76,4256
76,8710
76,4255
76,13932
76,4188
76,12977
76,2680
76,11115
76,11154
76,4187
76,16313
76,16312
76,8871
76,8872
76,6736
76,12629
76,8873
76,7417
76,5066
76,17657
76,2635
76,19150
76,8813
76,17687
76,12657
76,14184
76,3026
76,12529
76,2659
76,16217
76,2070
76,19657
76,1593
76,1589
76,2005
76,1591
76,1592
76,1597
76,2668
76,2667
76,2666
76,2664
76,2663
76,2662
76,10528
76,2534
76,3081
76,4857
76,1599
76,7131
76,3079
76,10670
76,3078
76,1121
76,2687
76,19360
76,3080
76,9296
76,756
76,6506
76,10771
76,755
76,758
76,7300
76,3415
76,19510
76,4135
76,4692
76,3088
76,3089
76,3090
76,782
76,783
76,781
76,2486
76,7508
76,4282
76,17725
76,4253
76,16132
76,6846
76,3701
76,10886
76,2744
76,5018
76,5663
76,5664
76,11919
76,5662
76,5665
76,5666
76,2565
76,754
76,753
76,2688
76,2689
76,1331
76,1330
76,1080
76,4186
76,1078
76,18485
76,2853
76,2852
76,4215
76,2008
76,4850
76,3704
76,3703
76,9184
76,6053
76,7028
76,1834
76,749
76,750
76,3061
76,745
76,15742
76,1117
76,751
76,3082
76,4855
76,3086
76,3083
76,4854
76,8422
76,4856
76,4853
76,4859
76,3094
76,12676
76,5051
76,17538
76,2004
76,5808
76,3702
76,3707
76,9188
76,2006
76,6852
76,10354
76,10671
76,1171
76,9193
509,3784
509,2860
509,3694
509,5883
509,1237
509,3852
509,3761
509,4863
509,4862
509,3585
509,14448
509,6029
509,5729
509,1701
509,6692
509,6497
214,1239
214,1241
214,1240
214,1233
214,1234
214,1231
214,1232
214,1237
214,1238
214,17665
214,15341
214,9179
214,4895
214,4905
214,1236
214,3446
467,1614
467,18384
467,2679
467,2677
467,2674
467,2675
467,2672
467,16277
467,743
467,744
467,740
467,8731
467,7505
467,7503
467,4252
467,4256
467,8710
467,4255
467,13932
467,4188
467,12977
467,2680
467,11115
467,11154
467,4187
467,16313
467,16312
467,8871
467,8872
467,6736
467,12629
467,8873
467,7417
467,5066
467,17657
467,2635
467,19150
467,8813
467,17687
467,12657
467,14184
467,3026
467,12529
467,2659
467,16217
467,2070
467,19657
467,1593
467,1589
467,2005
467,1591
467,1592
467,1597
467,2668
467,2667
467,2666
467,2664
467,2663
467,2662
467,10528
467,2534
467,3081
467,4857
467,1599
467,7131
467,3079
467,10670
467,3078
467,1121
467,2687
467,19360
467,3080
467,9296
467,756
467,6506
467,10771
467,755
467,758
467,7300
467,3415
467,19510
467,4135
467,4692
467,3088
467,3089
467,3090
467,782
467,783
467,781
467,2486
467,7508
467,4282
467,17725
467,4253
467,16132
467,6846
467,3701
467,10886
467,2744
467,5018
467,5663
467,5664
467,11919
467,5662
467,5665
467,5666
467,2565
467,754
467,753
467,2688
467,2689
467,1331
467,1330
467,1080
467,4186
467,1078
467,18485
467,2853
467,2852
467,4215
467,2008
467,4850
467,3704
467,3703
467,9184
467,6053
467,7028
467,749
467,750
467,3061
467,745
467,15742
467,1117
467,751
467,3082
467,4855
467,3086
467,3083
467,4854
467,8422
467,4856
467,4853
467,4859
467,3094
467,12676
467,5051
467,17538
467,2004
467,5808
467,3702
467,3707
467,9188
467,2006
467,6852
467,10354
467,10671
467,1171
467,9193
36,5462
36,16794
36,5465
36,11666
36,16476
36,7404
36,5459
36,14222
36,5460
36,5461
36,5458
36,9344
36,5456
36,5457
36,5455
36,9192
36,18821
36,5463
36,5464
164,1524
164,1525
164,1830
164,1832
164,1528
164,1527
164,1529
164,3022
407,1239
407,3348
407,1233
407,1234
407,1231
407,1232
407,1237
407,1238
407,1153
407,5637
407,3290
407,3293
407,12673
407,3285
407,2380
407,2379
407,6121
407,2383
407,3688
407,7993
407,3412
407,16065
407,3165
407,3350
407,4868
407,5809
407,10813
407,2335
407,5627
407,1236
407,3284
407,5701
407,4743
407,666
407,6309
407,7753
407,4390
407,16908
407,5746
407,8756
407,4388
407,4387
407,3026
407,9009
407,16221
407,17665
407,2339
407,10421
407,6318
407,7071
407,12269
407,2333
407,2336
407,5504
407,11077
407,2412
407,3436
407,8648
407,2748
407,2747
407,11706
407,9158
407,1145
407,8498
407,8334
407,1739
407,2174
407,2171
407,2169
407,2170
407,2168
407,3796
407,3798
407,15341
407,4458
407,8417
407,1134
407,5035
407,14695
407,3754
407,11770
407,9013
407,3349
407,5458
407,5881
407,3838
407,5875
407,2178
407,2177
407,3620
407,15620
407,12177
407,2173
407,11895
407,6114
407,2480
407,3446
407,9179
407,4968
407,9853
407,1736
407,10318
407,5871
407,18202
407,4141
407,14209
407,4895
407,10824
407,1081
407,3795
407,4497
407,2175
407,17351
407,14491
407,4213
407,2112
407,5937
407,6117
407,1575
407,3940
407,1748
407,4905
407,17919
407,1241
407,1240
407,17009
407,3083
407,16271
407,8534
407,3334
407,2849
407,4211
407,2204
407,7093
407,3559
407,13316
407,1838
407,2443
407,1181
405,3089
405,5456
405,5457
642,3349
642,3348
642,3350
642,1153
642,5637
642,3290
642,3293
642,12673
642,5627
642,666
642,2379
642,6121
642,2383
642,3688
642,7993
642,3412
642,16065
642,3165
642,4868
642,10813
642,2335
642,3285
642,3284
642,5701
642,6309
642,7753
642,2189
642,4390
642,16908
642,5746
642,4388
642,4387
642,9009
642,16221
642,3436
642,2339
642,10421
642,6318
642,7071
642,12269
642,2333
642,2336
642,2412
642,2380
642,1528
642,11077
642,2748
642,2747
642,11706
642,9158
642,822
642,1145
642,8498
642,8334
642,1739
642,2174
642,2171
642,2169
642,2170
642,2168
642,3796
642,3798
642,2175
642,8417
642,1134
642,5035
642,14695
642,3754
642,11770
642,8648
642,1524
642,1525
642,9013
642,5881
642,3838
642,5875
642,2178
642,2177
642,3620
642,6012
642,15620
642,2173
642,11895
642,6114
642,6117
642,10318
642,5871
642,18202
642,14209
642,10824
642,1081
642,4497
642,3795
642,17351
642,14491
642,2112
642,5937
642,12177
642,3940
642,1748
642,17009
642,16271
642,8534
642,3334
642,2849
642,4211
642,2204
642,7093
642,3559
642,13316
642,2443
642,1181
1,6283
1,874
1,6028
574,8193
574,753
574,755
574,5890
574,2531
574,2729
574,4987
574,874
574,5226
574,4542
574,5458
574,5456
574,5457
574,4543
574,2208
574,3807
574,2006
574,6283
574,4255
574,2005
574,749
574,3089
574,3094
574,8119
574,4253
574,922
574,6804
574,2211
574,8118
574,785
574,5963
574,3086
574,3083
574,4635
574,5891
574,4636
574,6038
574,8724
574,4637
574,12064
574,6039
574,2209
574,5930
574,1832
574,5227
574,744
574,4457
574,6183
574,1838
574,5929
574,5228
574,6219
574,4986
574,4985
574,2210
574,2188
574,3079
574,7175
574,2212
409,2480
409,5351
409,7441
409,10510
409,1575
409,3349
409,6803
409,1153
409,7266
409,5637
409,4867
409,3290
409,15382
409,3293
409,12673
409,5627
409,1543
409,2380
409,2379
409,6121
409,2383
409,6817
409,7993
409,7594
409,13672
409,3412
409,8303
409,4732
409,1278
409,7045
409,6856
409,10421
409,10727
409,3688
409,8768
409,14292
409,1274
409,2313
409,1276
409,1277
409,12662
409,9137
409,4314
409,3165
409,3350
409,4868
409,15793
409,4736
409,2335
409,2048
409,8240
409,7664
409,3284
409,7869
409,11970
409,5067
409,3682
409,5701
409,5702
409,5700
409,5698
409,4470
409,4754
409,17658
409,12718
409,4081
409,16062
409,13652
409,4731
409,8648
409,16243
409,984
409,7753
409,4390
409,7489
409,17786
409,5746
409,12716
409,8756
409,4388
409,4387
409,4749
409,4748
409,4751
409,7402
409,1754
409,2142
409,9009
409,16221
409,11980
409,8093
409,5697
409,5696
409,5180
409,4708
409,4709
409,2339
409,1757
409,6318
409,7071
409,12269
409,1444
409,10027
409,7368
409,2336
409,3742
409,11077
409,1752
409,2412
409,3436
409,2748
409,6309
409,7479
409,3683
409,2747
409,11706
409,9158
409,4729
409,1145
409,6475
409,8498
409,4360
409,8334
409,2204
409,1739
409,2174
409,2171
409,12082
409,2169
409,2170
409,7212
409,2168
409,3796
409,1181
409,2175
409,3611
409,1134
409,5035
409,4945
409,2333
409,3754
409,5181
409,17097
409,11770
409,1280
409,7490
409,3285
409,9013
409,3383
409,8417
409,7450
409,5108
409,5881
409,8029
409,3982
409,3838
409,5875
409,2178
409,2177
409,13361
409,3620
409,8987
409,5182
409,16065
409,4471
409,15620
409,12177
409,13257
409,2173
409,18039
409,11895
409,6114
409,13565
409,6117
409,3348
409,6938
409,2272
409,1447
409,7292
409,17007
409,11071
409,12321
409,17275
409,5871
409,14245
409,1448
409,18202
409,1449
409,17812
409,1275
409,10798
409,18711
409,14209
409,1755
409,1756
409,17836
409,10824
409,1753
409,8566
409,14009
409,1758
409,3798
409,1081
409,4497
409,18207
409,6792
409,9138
409,816
409,3795
409,17351
409,10438
409,9235
409,14491
409,1152
409,666
409,17009
409,11475
409,2112
409,5937
409,9357
409,1869
409,1870
409,1576
409,1511
409,3940
409,1748
409,14695
409,8045
409,17919
409,11443
409,14026
409,7635
409,6782
409,6095
409,5645
409,5646
409,16271
409,6675
409,8534
409,3334
409,2849
409,17540
409,16576
409,10967
409,4211
409,4209
409,18373
409,4208
409,7093
409,10813
409,3559
409,13316
409,2443
351,2242
590,1614
590,18384
590,2679
590,2677
590,2674
590,2675
590,2672
590,16277
590,743
590,744
590,740
590,8731
590,7505
590,7503
590,4252
590,4256
590,8710
590,4255
590,13932
590,4188
590,12977
590,2680
590,11115
590,11154
590,4187
590,16313
590,16312
590,8871
590,8872
590,6736
590,12629
590,8873
590,7417
590,5066
590,17657
590,2635
590,19150
590,8813
590,17687
590,12657
590,14184
590,3026
590,12529
590,2659
590,16217
590,2070
590,19657
590,1593
590,1589
590,2005
590,1591
590,1592
590,1597
590,2668
590,2667
590,2666
590,2664
590,2663
590,2662
590,10528
590,2534
590,4855
590,4857
590,4458
590,1599
590,7131
590,3079
590,10670
590,3078
590,1121
590,2687
590,19360
590,3080
590,9296
590,756
590,3383
590,6506
590,10771
590,755
590,5458
590,5456
590,5457
590,758
590,7300
590,3415
590,19510
590,4135
590,4692
590,3088
590,3089
590,3090
590,782
590,783
590,781
590,2486
590,7508
590,4282
590,17725
590,4253
590,16132
590,6846
590,3701
590,10886
590,2744
590,5018
590,5663
590,5664
590,11919
590,5662
590,5665
590,5666
590,2565
590,754
590,753
590,2688
590,2689
590,1331
590,1330
590,1080
590,4186
590,1078
590,18485
590,2853
590,2852
590,4215
590,2008
590,4850
590,3704
590,3703
590,9184
590,6053
590,7028
590,749
590,750
590,3061
590,745
590,15742
590,1117
590,751
590,3082
590,3081
590,3086
590,3083
590,4854
590,8422
590,4856
590,4853
590,4859
590,3094
590,12676
590,5051
590,17538
590,2004
590,5808
590,3702
590,3707
590,9188
590,2006
590,6852
590,10354
590,10671
590,1171
590,9193
503,4930
503,4928
503,4277
503,745
503,1515
503,3383
503,743
503,744
503,740
503,1516
503,13905
491,3446
491,1231
250,1614
250,18384
250,2679
250,2677
250,2674
250,2675
250,2672
250,4862
250,3585
250,16277
250,743
250,744
250,740
250,8731
250,2534
250,7505
250,7503
250,4252
250,4256
250,4253
250,4255
250,13932
250,4188
250,12977
250,2680
250,11115
250,11154
250,4187
250,16313
250,16312
250,8871
250,8872
250,6736
250,5631
250,4637
250,12629
250,8873
250,7417
250,5066
250,3009
250,17657
250,2635
250,4863
250,19150
250,4851
250,8813
250,17687
250,12657
250,8432
250,14184
250,3026
250,12529
250,2659
250,16217
250,2070
250,19657
250,922
250,1593
250,1589
250,2005
250,1591
250,1592
250,1597
250,823
250,822
250,818
250,820
250,2668
250,2667
250,2666
250,2664
250,6692
250,2662
250,2663
250,10528
250,6099
250,3081
250,4857
250,1599
250,7131
250,3079
250,15103
250,10670
250,10671
250,1121
250,2687
250,19360
250,3080
250,9296
250,756
250,6506
250,10771
250,755
250,16132
250,5883
250,9935
250,758
250,7300
250,3415
250,19510
250,4135
250,4692
250,3088
250,3089
250,3090
250,17727
250,782
250,783
250,781
250,3852
250,2486
250,7508
250,4282
250,8710
250,17725
250,3061
250,8422
250,6846
250,1078
250,3701
250,10886
250,2744
250,5018
250,5663
250,5664
250,11919
250,5662
250,5665
250,5666
250,2565
250,754
250,753
250,2688
250,2689
250,1331
250,1330
250,10677
250,1080
250,4186
250,2593
250,3761
250,18485
250,2853
250,2852
250,18489
250,817
250,6029
250,815
250,6497
250,4215
250,2008
250,4850
250,2585
250,3704
250,3703
250,9184
250,6053
250,7028
250,5729
250,749
250,750
250,745
250,8291
250,15742
250,1117
250,751
250,3082
250,4855
250,3086
250,3083
250,4854
250,3078
250,4856
250,4853
250,7573
250,4859
250,3094
250,12676
250,5051
250,17538
250,2004
250,5808
250,3702
250,3707
250,5809
250,9188
250,9189
250,2006
250,6852
250,10354
250,1171
250,9193
155,3761
155,5285
155,5883
155,5284
478,1239
478,1241
478,1240
478,1233
478,1234
478,1231
478,1232
478,1237
478,1238
478,17665
478,15341
478,9179
478,4895
478,4905
478,1236
478,3446
576,1822
576,1932
313,8651
313,2929
313,4458
313,1600
335,1614
335,18384
335,2679
335,2677
335,2674
335,2675
335,2672
335,16277
335,743
335,744
335,740
335,8731
335,16132
335,16794
335,7505
335,7503
335,14222
335,5282
335,4252
335,4256
335,4253
335,4255
335,18821
335,4188
335,12977
335,2680
335,11115
335,11154
335,4187
335,16313
335,16312
335,8871
335,8872
335,6736
335,12629
335,8873
335,7417
335,5066
335,17657
335,10771
335,2635
335,19150
335,8813
335,1524
335,1525
335,17687
335,12657
335,14184
335,3026
335,12529
335,2659
335,16217
335,1591
335,2070
335,7404
335,19657
335,16476
335,1593
335,19510
335,1589
335,2005
335,4270
335,1592
335,1529
335,1528
335,1527
335,1597
335,6506
335,2668
335,2667
335,2666
335,2664
335,2663
335,2662
335,10528
335,2534
335,3081
335,4857
335,1599
335,7131
335,3079
335,10670
335,10671
335,1121
335,2687
335,19360
335,3080
335,9296
335,756
335,3383
335,5462
335,3022
335,5460
335,5461
335,5458
335,5459
335,5456
335,5457
335,758
335,7300
335,3415
335,5463
335,5464
335,1080
335,4135
335,4692
335,3088
335,3089
335,3090
335,782
335,783
335,781
335,2486
335,7508
335,4282
335,8710
335,17725
335,3061
335,17538
335,8422
335,9344
335,5455
335,6846
335,3701
335,10886
335,2744
335,5018
335,5663
335,5664
335,11919
335,5662
335,5665
335,5666
335,2565
335,9192
335,754
335,753
335,2688
335,2689
335,1331
335,1330
335,11666
335,4186
335,1078
335,18485
335,2853
335,2852
335,755
335,13932
335,4215
335,2008
335,4850
335,3704
335,3703
335,9184
335,6053
335,7028
335,749
335,750
335,745
335,15742
335,1117
335,751
335,3082
335,4855
335,3086
335,3083
335,4854
335,3078
335,4856
335,4853
335,4859
335,3094
335,12676
335,5051
335,5808
335,2004
335,5465
335,3702
335,3707
335,9188
335,2006
335,6852
335,5287
335,10354
335,1171
335,9193
443,1244
443,753
443,1245
443,15954
443,1242
443,1243
443,19067
443,1248
443,1247
443,4458
443,5289
443,7224
443,5290
443,755
443,5287
443,9214
443,5284
512,1614
512,18384
512,2679
512,2677
512,2674
512,2675
512,2672
512,16277
512,743
512,744
512,740
512,8731
512,7505
512,7503
512,4252
512,4256
512,8710
512,4255
512,13932
512,4188
512,12977
512,2680
512,11115
512,11154
512,4187
512,16313
512,16312
512,8871
512,8872
512,6736
512,12629
512,8873
512,7417
512,5066
512,17657
512,2635
512,19150
512,8813
512,17687
512,12657
512,14184
512,3026
512,12529
512,2659
512,16217
512,2070
512,19657
512,1593
512,1589
512,2005
512,1591
512,1592
512,1597
512,2668
512,2667
512,2666
512,2664
512,2663
512,2662
512,10528
512,2534
512,3081
512,4857
512,1599
512,7131
512,3079
512,10670
512,3078
512,1121
512,2687
512,19360
512,3080
512,9296
512,756
512,6506
512,10771
512,755
512,758
512,7300
512,3415
512,19510
512,4135
512,4692
512,3088
512,3089
512,3090
512,782
512,783
512,781
512,2486
512,7508
512,4282
512,17725
512,4253
512,16132
512,6846
512,3701
512,10886
512,2744
512,5018
512,5663
512,5664
512,11919
512,5662
512,5665
512,5666
512,2565
512,754
512,753
512,2688
512,2689
512,1331
512,1330
512,1080
512,4186
512,1078
512,18485
512,2853
512,2852
512,4215
512,2008
512,4850
512,3704
512,3703
512,9184
512,6053
512,7028
512,749
512,750
512,3061
512,745
512,15742
512,1117
512,751
512,3082
512,4855
512,3086
512,3083
512,4854
512,8422
512,4856
512,4853
512,4859
512,3094
512,12676
512,5051
512,17538
512,2004
512,5808
512,3702
512,3707
512,9188
512,2006
512,6852
512,10354
512,10671
512,1171
512,9193
57,1614
57,18384
57,2679
57,2677
57,2674
57,2675
57,2672
57,16277
57,743
57,744
57,740
57,8731
57,7505
57,7503
57,4252
57,4256
57,8710
57,4255
57,13932
57,4188
57,12977
57,2680
57,11115
57,11154
57,4187
57,16313
57,16312
57,8871
57,8872
57,6736
57,12629
57,8873
57,7417
57,5066
57,17657
57,2635
57,19150
57,8813
57,17687
57,12657
57,14184
57,3026
57,12529
57,2659
57,16217
57,2070
57,19657
57,1593
57,1589
57,2005
57,1591
57,1592
57,1597
57,2668
57,2667
57,2666
57,2664
57,2663
57,2662
57,10528
57,2534
57,3081
57,4857
57,1599
57,7131
57,3079
57,10670
57,3078
57,1121
57,2687
57,19360
57,3080
57,9296
57,756
57,6506
57,10771
57,755
57,758
57,7300
57,3415
57,19510
57,4135
57,4692
57,3088
57,3089
57,3090
57,782
57,783
57,781
57,2486
57,7508
57,4282
57,17725
57,4253
57,16132
57,6846
57,3701
57,10886
57,2744
57,5018
57,5663
57,5664
57,11919
57,5662
57,5665
57,5666
57,2565
57,754
57,753
57,2688
57,2689
57,1331
57,1330
57,1080
57,4186
57,1078
57,18485
57,2853
57,2852
57,4215
57,2008
57,4850
57,3704
57,3703
57,9184
57,6053
57,7028
57,749
57,750
57,3061
57,745
57,15742
57,1117
57,751
57,3082
57,4855
57,3086
57,3083
57,4854
57,8422
57,4856
57,4853
57,4859
57,3094
57,12676
57,5051
57,17538
57,2004
57,5808
57,3702
57,3707
57,9188
57,2006
57,6852
57,10354
57,10671
57,1171
57,9193
300,3022
300,5458
300,5457
430,3405
430,1848
430,1830
430,1592
430,1832
430,6067
430,1847
430,5809
430,3383
430,3362
430,3083
430,5458
430,4458
430,5456
430,5457
430,4255
430,1838
430,3078
377,1614
377,18384
377,2679
377,2677
377,2674
377,2675
377,2672
377,16277
377,743
377,744
377,740
377,8731
377,7505
377,7503
377,4252
377,4256
377,8710
377,4255
377,13932
377,4188
377,12977
377,2680
377,11115
377,11154
377,4187
377,16313
377,16312
377,8871
377,8872
377,6736
377,12629
377,8873
377,7417
377,5066
377,17657
377,2635
377,19150
377,8813
377,17687
377,12657
377,14184
377,3026
377,12529
377,2659
377,16217
377,2070
377,19657
377,1593
377,1589
377,2005
377,1591
377,1592
377,1597
377,2668
377,2667
377,2666
377,2664
377,2663
377,2662
377,10528
377,2534
377,3081
377,4857
377,1599
377,7131
377,3079
377,10670
377,3078
